"DIM1","Sex","DIM3","Age group","TIME","Reference period","Value","Flag Codes","Flags"
"1","Males and females","5","10-14","2015","2015",63595,,
"1","Males and females","5","10-14","2016","2016",65404,,
"1","Males and females","5","10-14","2017","2017",67955,,
"1","Males and females","5","10-14","2018","2018",70932,,
"2","Males","18","75-79","1970","1970",8131,,
"2","Males","18","75-79","1971","1971",8160,,
"2","Males","18","75-79","1972","1972",8200,,
"2","Males","18","75-79","1973","1973",8449,,
"2","Males","18","75-79","1974","1974",8848,,
"2","Males","18","75-79","1975","1975",9176,,
"2","Males","18","75-79","1976","1976",9470,,
"2","Males","18","75-79","1977","1977",9916,,
"2","Males","18","75-79","1978","1978",10396,,
"2","Males","18","75-79","1979","1979",10751,,
"2","Males","18","75-79","1980","1980",10941,,
"2","Males","18","75-79","1981","1981",11138,,
"2","Males","18","75-79","1982","1982",11325,,
"2","Males","18","75-79","1983","1983",11315,,
"2","Males","18","75-79","1984","1984",11286,,
"2","Males","18","75-79","1985","1985",11307,,
"2","Males","18","75-79","1986","1986",11354,,
"2","Males","18","75-79","1987","1987",11492,,
"2","Males","18","75-79","1988","1988",11639,,
"2","Males","18","75-79","1989","1989",11675,,
"2","Males","18","75-79","1990","1990",11505,,
"2","Males","18","75-79","1991","1991",10890,,
"2","Males","18","75-79","1992","1992",9786,,
"2","Males","18","75-79","1993","1993",9000,,
"2","Males","18","75-79","1994","1994",8569,,
"2","Males","18","75-79","1995","1995",8154,,
"2","Males","18","75-79","1996","1996",8327,,
"2","Males","18","75-79","1997","1997",8982,,
"2","Males","18","75-79","1998","1998",9559,,
"2","Males","18","75-79","1999","1999",10063,,
"2","Males","18","75-79","2000","2000",10860,,
"2","Males","18","75-79","2001","2001",11505,,
"2","Males","18","75-79","2002","2002",12405,,
"2","Males","18","75-79","2003","2003",13370,,
"2","Males","18","75-79","2004","2004",14175,,
"2","Males","18","75-79","2005","2005",15020,,
"2","Males","18","75-79","2006","2006",15675,,
"2","Males","18","75-79","2007","2007",15910,,
"2","Males","18","75-79","2008","2008",15795,,
"2","Males","18","75-79","2009","2009",15530,,
"2","Males","18","75-79","2010","2010",15345,,
"2","Males","18","75-79","2011","2011",15437,,
"2","Males","18","75-79","2012","2012",15848,,
"2","Males","18","75-79","2013","2013",16450,,
"2","Males","18","75-79","2014","2014",17194,,
"2","Males","18","75-79","2015","2015",17740,,
"2","Males","18","75-79","2016","2016",18117,,
"2","Males","18","75-79","2017","2017",18213,,
"2","Males","18","75-79","2018","2018",17657,,
"2","Males","12","45-49","1970","1970",33206,,
"2","Males","12","45-49","1971","1971",35374,,
"2","Males","12","45-49","1972","1972",38418,,
"2","Males","12","45-49","1973","1973",41775,,
"2","Males","12","45-49","1974","1974",44540,,
"2","Males","12","45-49","1975","1975",47241,,
"2","Males","12","45-49","1976","1976",49305,,
"2","Males","12","45-49","1977","1977",49847,,
"2","Males","12","45-49","1978","1978",49091,,
"2","Males","12","45-49","1979","1979",47854,,
"2","Males","12","45-49","1980","1980",46778,,
"2","Males","12","45-49","1981","1981",46258,,
"2","Males","12","45-49","1982","1982",46525,,
"2","Males","12","45-49","1983","1983",47650,,
"2","Males","12","45-49","1984","1984",49209,,
"2","Males","12","45-49","1985","1985",50034,,
"2","Males","12","45-49","1986","1986",50626,,
"2","Males","12","45-49","1987","1987",50237,,
"2","Males","12","45-49","1988","1988",47719,,
"2","Males","12","45-49","1989","1989",44515,,
"2","Males","12","45-49","1990","1990",41728,,
"2","Males","12","45-49","1991","1991",39664,,
"2","Males","12","45-49","1992","1992",38908,,
"2","Males","12","45-49","1993","1993",39962,,
"2","Males","12","45-49","1994","1994",41995,,
"2","Males","12","45-49","1995","1995",43829,,
"2","Males","12","45-49","1996","1996",44731,,
"2","Males","12","45-49","1997","1997",44931,,
"2","Males","12","45-49","1998","1998",44785,,
"2","Males","12","45-49","1999","1999",44444,,
"2","Males","12","45-49","2000","2000",46235,,
"2","Males","12","45-49","2001","2001",46395,,
"2","Males","12","45-49","2002","2002",46280,,
"2","Males","12","45-49","2003","2003",46410,,
"2","Males","12","45-49","2004","2004",46615,,
"2","Males","12","45-49","2005","2005",46590,,
"2","Males","12","45-49","2006","2006",46565,,
"2","Males","12","45-49","2007","2007",46550,,
"2","Males","12","45-49","2008","2008",46230,,
"2","Males","12","45-49","2009","2009",45665,,
"2","Males","12","45-49","2010","2010",44730,,
"2","Males","12","45-49","2011","2011",43500,,
"2","Males","12","45-49","2012","2012",42297,,
"2","Males","12","45-49","2013","2013",41623,,
"2","Males","12","45-49","2014","2014",41635,,
"2","Males","12","45-49","2015","2015",42036,,
"2","Males","12","45-49","2016","2016",42959,,
"2","Males","12","45-49","2017","2017",44366,,
"2","Males","12","45-49","2018","2018",45611,,
"3","Females","19","80-84","1970","1970",12780,,
"3","Females","19","80-84","1971","1971",13038,,
"3","Females","19","80-84","1972","1972",13386,,
"3","Females","19","80-84","1973","1973",13671,,
"3","Females","19","80-84","1974","1974",13837,,
"3","Females","19","80-84","1975","1975",14075,,
"3","Females","19","80-84","1976","1976",14323,,
"3","Females","19","80-84","1977","1977",14432,,
"3","Females","19","80-84","1978","1978",14648,,
"3","Females","19","80-84","1979","1979",15025,,
"3","Females","19","80-84","1980","1980",15623,,
"3","Females","19","80-84","1981","1981",16200,,
"3","Females","19","80-84","1982","1982",16778,,
"3","Females","19","80-84","1983","1983",17359,,
"3","Females","19","80-84","1984","1984",17667,,
"3","Females","19","80-84","1985","1985",17748,,
"3","Females","19","80-84","1986","1986",17902,,
"3","Females","19","80-84","1987","1987",18113,,
"3","Females","19","80-84","1988","1988",18160,,
"3","Females","19","80-84","1989","1989",18331,,
"3","Females","19","80-84","1990","1990",18676,,
"3","Females","19","80-84","1991","1991",18961,,
"3","Females","19","80-84","1992","1992",19098,,
"3","Females","19","80-84","1993","1993",19085,,
"3","Females","19","80-84","1994","1994",18922,,
"3","Females","19","80-84","1995","1995",18307,,
"3","Females","19","80-84","1996","1996",17128,,
"3","Females","19","80-84","1997","1997",15763,,
"3","Females","19","80-84","1998","1998",14749,,
"3","Females","19","80-84","1999","1999",14136,,
"3","Females","19","80-84","2000","2000",14105,,
"3","Females","19","80-84","2001","2001",14820,,
"3","Females","19","80-84","2002","2002",16405,,
"3","Females","19","80-84","2003","2003",18075,,
"3","Females","19","80-84","2004","2004",19670,,
"3","Females","19","80-84","2005","2005",21245,,
"3","Females","19","80-84","2006","2006",22500,,
"3","Females","19","80-84","2007","2007",23390,,
"3","Females","19","80-84","2008","2008",24190,,
"3","Females","19","80-84","2009","2009",24965,,
"3","Females","19","80-84","2010","2010",25650,,
"3","Females","19","80-84","2011","2011",26256,,
"3","Females","19","80-84","2012","2012",26751,,
"3","Females","19","80-84","2013","2013",26730,,
"3","Females","19","80-84","2014","2014",26273,,
"3","Females","19","80-84","2015","2015",26124,,
"3","Females","19","80-84","2016","2016",26434,,
"3","Females","19","80-84","2017","2017",27207,,
"3","Females","19","80-84","2018","2018",28385,,
"3","Females","5","10-14","1970","1970",49087,,
"3","Females","5","10-14","1971","1971",49647,,
"3","Females","5","10-14","1972","1972",50595,,
"3","Females","5","10-14","1973","1973",50793,,
"3","Females","5","10-14","1974","1974",50555,,
"3","Females","5","10-14","1975","1975",49945,,
"3","Females","5","10-14","1976","1976",48963,,
"3","Females","5","10-14","1977","1977",48088,,
"3","Females","5","10-14","1978","1978",47925,,
"3","Females","5","10-14","1979","1979",48336,,
"3","Females","5","10-14","1980","1980",49333,,
"3","Females","5","10-14","1981","1981",50794,,
"3","Females","5","10-14","1982","1982",52298,,
"3","Females","5","10-14","1983","1983",53417,,
"3","Females","5","10-14","1984","1984",53993,,
"3","Females","5","10-14","1985","1985",54234,,
"3","Females","5","10-14","1986","1986",54311,,
"3","Females","5","10-14","1987","1987",54393,,
"3","Females","5","10-14","1988","1988",54521,,
"3","Females","5","10-14","1989","1989",54640,,
"3","Females","5","10-14","1990","1990",54655,,
"3","Females","5","10-14","1991","1991",54552,,
"3","Females","5","10-14","1992","1992",53697,,
"3","Females","5","10-14","1993","1993",52731,,
"3","Females","5","10-14","1994","1994",52590,,
"3","Females","5","10-14","1995","1995",52702,,
"3","Females","5","10-14","1996","1996",52553,,
"3","Females","5","10-14","1997","1997",52559,,
"3","Females","5","10-14","1998","1998",52689,,
"3","Females","5","10-14","1999","1999",52514,,
"3","Females","5","10-14","2000","2000",50195,,
"3","Females","5","10-14","2001","2001",49215,,
"3","Females","5","10-14","2002","2002",47420,,
"3","Females","5","10-14","2003","2003",44605,,
"3","Females","5","10-14","2004","2004",41105,,
"3","Females","5","10-14","2005","2005",37785,,
"3","Females","5","10-14","2006","2006",35095,,
"3","Females","5","10-14","2007","2007",32805,,
"3","Females","5","10-14","2008","2008",30985,,
"3","Females","5","10-14","2009","2009",29935,,
"3","Females","5","10-14","2010","2010",29400,,
"3","Females","5","10-14","2011","2011",29079,,
"3","Females","5","10-14","2012","2012",29076,,
"3","Females","5","10-14","2013","2013",29540,,
"3","Females","5","10-14","2014","2014",30241,,
"3","Females","5","10-14","2015","2015",30985,,
"3","Females","5","10-14","2016","2016",31860,,
"3","Females","5","10-14","2017","2017",33051,,
"3","Females","5","10-14","2018","2018",34423,,
"1","Males and females","11","40-44","1970","1970",105645,,
"1","Males and females","11","40-44","1971","1971",108365,,
"1","Males and females","11","40-44","1972","1972",109047,,
"1","Males and females","11","40-44","1973","1973",107403,,
"1","Males and females","11","40-44","1974","1974",104532,,
"1","Males and females","11","40-44","1975","1975",102153,,
"1","Males and females","11","40-44","1976","1976",101041,,
"1","Males and females","11","40-44","1977","1977",101693,,
"1","Males and females","11","40-44","1978","1978",104027,,
"1","Males and females","11","40-44","1979","1979",107275,,
"1","Males and females","11","40-44","1980","1980",109055,,
"1","Males and females","11","40-44","1981","1981",110071,,
"1","Males and females","11","40-44","1982","1982",108647,,
"1","Males and females","11","40-44","1983","1983",102713,,
"1","Males and females","11","40-44","1984","1984",95750,,
"1","Males and females","11","40-44","1985","1985",90232,,
"1","Males and females","11","40-44","1986","1986",86426,,
"1","Males and females","11","40-44","1987","1987",86143,,
"1","Males and females","11","40-44","1988","1988",90604,,
"1","Males and females","11","40-44","1989","1989",97486,,
"1","Males and females","11","40-44","1990","1990",103952,,
"1","Males and females","11","40-44","1991","1991",107678,,
"1","Males and females","11","40-44","1992","1992",107899,,
"1","Males and females","11","40-44","1993","1993",105870,,
"1","Males and females","11","40-44","1994","1994",103517,,
"1","Males and females","11","40-44","1995","1995",102202,,
"1","Males and females","11","40-44","1996","1996",101310,,
"1","Males and females","11","40-44","1997","1997",100208,,
"1","Males and females","11","40-44","1998","1998",99791,,
"1","Males and females","11","40-44","1999","1999",99663,,
"1","Males and females","11","40-44","2000","2000",102370,,
"1","Males and females","11","40-44","2001","2001",102165,,
"1","Males and females","11","40-44","2002","2002",101885,,
"1","Males and females","11","40-44","2003","2003",100640,,
"1","Males and females","11","40-44","2004","2004",98630,,
"1","Males and females","11","40-44","2005","2005",95950,,
"1","Males and females","11","40-44","2006","2006",92590,,
"1","Males and females","11","40-44","2007","2007",89450,,
"1","Males and females","11","40-44","2008","2008",87725,,
"1","Males and females","11","40-44","2009","2009",87375,,
"1","Males and females","11","40-44","2010","2010",87945,,
"1","Males and females","11","40-44","2011","2011",89376,,
"1","Males and females","11","40-44","2012","2012",90951,,
"1","Males and females","11","40-44","2013","2013",91763,,
"1","Males and females","11","40-44","2014","2014",91760,,
"1","Males and females","11","40-44","2015","2015",91365,,
"1","Males and females","11","40-44","2016","2016",90739,,
"1","Males and females","11","40-44","2017","2017",90446,,
"1","Males and females","11","40-44","2018","2018",90589,,
"1","Males and females","2","0","1970","1970",20286,,
"1","Males and females","2","0","1971","1971",21510,,
"1","Males and females","2","0","1972","1972",21674,,
"1","Males and females","2","0","1973","1973",21240,,
"1","Males and females","2","0","1974","1974",21084,,
"1","Males and females","2","0","1975","1975",21271,,
"1","Males and females","2","0","1976","1976",21412,,
"1","Males and females","2","0","1977","1977",21736,,
"1","Males and females","2","0","1978","1978",21631,,
"1","Males and females","2","0","1979","1979",21539,,
"1","Males and females","2","0","1980","1980",21909,,
"1","Males and females","2","0","1981","1981",22402,,
"1","Males and females","2","0","1982","1982",22810,,
"1","Males and females","2","0","1983","1983",23362,,
"1","Males and females","2","0","1984","1984",23879,,
"1","Males and females","2","0","1985","1985",23728,,
"1","Males and females","2","0","1986","1986",23674,,
"1","Males and females","2","0","1987","1987",24340,,
"1","Males and females","2","0","1988","1988",24725,,
"1","Males and females","2","0","1989","1989",24304,,
"1","Males and females","2","0","1990","1990",23024,,
"1","Males and females","2","0","1991","1991",20499,,
"1","Males and females","2","0","1992","1992",18264,,
"1","Males and females","2","0","1993","1993",16183,,
"1","Males and females","2","0","1994","1994",14277,,
"1","Males and females","2","0","1995","1995",13476,,
"1","Males and females","2","0","1996","1996",13087,,
"1","Males and females","2","0","1997","1997",12654,,
"1","Males and females","2","0","1998","1998",12119,,
"1","Males and females","2","0","1999","1999",11989,,
"1","Males and females","2","0","2000","2000",12680,,
"1","Males and females","2","0","2001","2001",12915,,
"1","Males and females","2","0","2002","2002",12950,,
"1","Males and females","2","0","2003","2003",13145,,
"1","Males and females","2","0","2004","2004",13560,,
"1","Males and females","2","0","2005","2005",14155,,
"1","Males and females","2","0","2006","2006",14590,,
"1","Males and females","2","0","2007","2007",15275,,
"1","Males and females","2","0","2008","2008",15825,,
"1","Males and females","2","0","2009","2009",15870,,
"1","Males and females","2","0","2010","2010",15855,,
"1","Males and females","2","0","2011","2011",15329,,
"1","Males and females","2","0","2012","2012",14374,,
"1","Males and females","2","0","2013","2013",13801,,
"1","Males and females","2","0","2014","2014",13603,,
"1","Males and females","2","0","2015","2015",13836,,
"1","Males and females","2","0","2016","2016",14061,,
"1","Males and females","2","0","2017","2017",13935,,
"1","Males and females","2","0","2018","2018",14094,,
"2","Males","21","Age unknown","1970","1970",624,,
"2","Males","21","Age unknown","1971","1971",566,,
"2","Males","21","Age unknown","1972","1972",510,,
"2","Males","21","Age unknown","1973","1973",455,,
"2","Males","21","Age unknown","1974","1974",397,,
"2","Males","21","Age unknown","1975","1975",335,,
"2","Males","21","Age unknown","1976","1976",276,,
"2","Males","21","Age unknown","1977","1977",219,,
"2","Males","21","Age unknown","1978","1978",160,,
"2","Males","21","Age unknown","1979","1979",130,,
"2","Males","21","Age unknown","1980","1980",122,,
"2","Males","21","Age unknown","1981","1981",105,,
"2","Males","21","Age unknown","1982","1982",90,,
"2","Males","21","Age unknown","1983","1983",79,,
"2","Males","21","Age unknown","1984","1984",67,,
"2","Males","21","Age unknown","1985","1985",51,,
"2","Males","21","Age unknown","1986","1986",35,,
"2","Males","21","Age unknown","1987","1987",24,,
"2","Males","21","Age unknown","1988","1988",9,,
"2","Males","21","Age unknown","1989","1989",0,,
"2","Males","21","Age unknown","1990","1990",0,,
"2","Males","21","Age unknown","1991","1991",0,,
"2","Males","21","Age unknown","1992","1992",0,,
"2","Males","21","Age unknown","1993","1993",0,,
"2","Males","21","Age unknown","1994","1994",0,,
"2","Males","21","Age unknown","1995","1995",0,,
"2","Males","21","Age unknown","1996","1996",0,,
"2","Males","21","Age unknown","1997","1997",0,,
"2","Males","21","Age unknown","1998","1998",0,,
"2","Males","21","Age unknown","1999","1999",132,,
"2","Males","21","Age unknown","2000","2000",0,,
"2","Males","21","Age unknown","2001","2001",0,,
"2","Males","21","Age unknown","2002","2002",0,,
"2","Males","21","Age unknown","2003","2003",0,,
"2","Males","21","Age unknown","2004","2004",0,,
"2","Males","21","Age unknown","2005","2005",0,,
"2","Males","21","Age unknown","2006","2006",0,,
"2","Males","21","Age unknown","2007","2007",0,,
"2","Males","21","Age unknown","2008","2008",0,,
"2","Males","21","Age unknown","2009","2009",0,,
"2","Males","21","Age unknown","2010","2010",0,,
"2","Males","21","Age unknown","2011","2011",0,,
"2","Males","21","Age unknown","2012","2012",0,,
"2","Males","21","Age unknown","2013","2013",0,,
"2","Males","21","Age unknown","2014","2014",0,,
"2","Males","21","Age unknown","2015","2015",0,,
"2","Males","21","Age unknown","2016","2016",0,,
"2","Males","21","Age unknown","2017","2017",0,,
"2","Males","21","Age unknown","2018","2018",0,,
"2","Males","15","60-64","1970","1970",25729,,
"2","Males","15","60-64","1971","1971",25990,,
"2","Males","15","60-64","1972","1972",26202,,
"2","Males","15","60-64","1973","1973",26409,,
"2","Males","15","60-64","1974","1974",26525,,
"2","Males","15","60-64","1975","1975",26205,,
"2","Males","15","60-64","1976","1976",24867,,
"2","Males","15","60-64","1977","1977",22775,,
"2","Males","15","60-64","1978","1978",21357,,
"2","Males","15","60-64","1979","1979",20481,,
"2","Males","15","60-64","1980","1980",19784,,
"2","Males","15","60-64","1981","1981",20298,,
"2","Males","15","60-64","1982","1982",21822,,
"2","Males","15","60-64","1983","1983",23166,,
"2","Males","15","60-64","1984","1984",24364,,
"2","Males","15","60-64","1985","1985",25811,,
"2","Males","15","60-64","1986","1986",27371,,
"2","Males","15","60-64","1987","1987",29715,,
"2","Males","15","60-64","1988","1988",32232,,
"2","Males","15","60-64","1989","1989",34118,,
"2","Males","15","60-64","1990","1990",35859,,
"2","Males","15","60-64","1991","1991",37036,,
"2","Males","15","60-64","1992","1992",36964,,
"2","Males","15","60-64","1993","1993",36011,,
"2","Males","15","60-64","1994","1994",34767,,
"2","Males","15","60-64","1995","1995",33645,,
"2","Males","15","60-64","1996","1996",32963,,
"2","Males","15","60-64","1997","1997",32839,,
"2","Males","15","60-64","1998","1998",33216,,
"2","Males","15","60-64","1999","1999",34001,,
"2","Males","15","60-64","2000","2000",35295,,
"2","Males","15","60-64","2001","2001",35445,,
"2","Males","15","60-64","2002","2002",34995,,
"2","Males","15","60-64","2003","2003",33245,,
"2","Males","15","60-64","2004","2004",31085,,
"2","Males","15","60-64","2005","2005",29250,,
"2","Males","15","60-64","2006","2006",27955,,
"2","Males","15","60-64","2007","2007",27750,,
"2","Males","15","60-64","2008","2008",28975,,
"2","Males","15","60-64","2009","2009",31020,,
"2","Males","15","60-64","2010","2010",33010,,
"2","Males","15","60-64","2011","2011",34313,,
"2","Males","15","60-64","2012","2012",34955,,
"2","Males","15","60-64","2013","2013",35233,,
"2","Males","15","60-64","2014","2014",35374,,
"2","Males","15","60-64","2015","2015",35950,,
"2","Males","15","60-64","2016","2016",36611,,
"2","Males","15","60-64","2017","2017",36970,,
"2","Males","15","60-64","2018","2018",37495,,
"2","Males","1","Age groups total","1970","1970",622588,,
"2","Males","1","Age groups total","1971","1971",631253,,
"2","Males","1","Age groups total","1972","1972",639613,,
"2","Males","1","Age groups total","1973","1973",646896,,
"2","Males","1","Age groups total","1974","1974",653487,,
"2","Males","1","Age groups total","1975","1975",659589,,
"2","Males","1","Age groups total","1976","1976",665116,,
"2","Males","1","Age groups total","1977","1977",670527,,
"2","Males","1","Age groups total","1978","1978",675326,,
"2","Males","1","Age groups total","1979","1979",679424,,
"2","Males","1","Age groups total","1980","1980",684040,,
"2","Males","1","Age groups total","1981","1981",689457,,
"2","Males","1","Age groups total","1982","1982",695195,,
"2","Males","1","Age groups total","1983","1983",700598,,
"2","Males","1","Age groups total","1984","1984",705651,,
"2","Males","1","Age groups total","1985","1985",711033,,
"2","Males","1","Age groups total","1986","1986",717279,,
"2","Males","1","Age groups total","1987","1987",723881,,
"2","Males","1","Age groups total","1988","1988",729288,,
"2","Males","1","Age groups total","1989","1989",732965,,
"2","Males","1","Age groups total","1990","1990",734044,,
"2","Males","1","Age groups total","1991","1991",730152,,
"2","Males","1","Age groups total","1992","1992",715030,,
"2","Males","1","Age groups total","1993","1993",694653,,
"2","Males","1","Age groups total","1994","1994",678632,,
"2","Males","1","Age groups total","1995","1995",665310,,
"2","Males","1","Age groups total","1996","1996",654423,,
"2","Males","1","Age groups total","1997","1997",646245,,
"2","Males","1","Age groups total","1998","1998",639629,,
"2","Males","1","Age groups total","1999","1999",634484,,
"2","Males","1","Age groups total","2000","2000",651075,,
"2","Males","1","Age groups total","2001","2001",646685,,
"2","Males","1","Age groups total","2002","2002",642145,,
"2","Males","1","Age groups total","2003","2003",637720,,
"2","Males","1","Age groups total","2004","2004",633580,,
"2","Males","1","Age groups total","2005","2005",629820,,
"2","Males","1","Age groups total","2006","2006",626095,,
"2","Males","1","Age groups total","2007","2007",623155,,
"2","Males","1","Age groups total","2008","2008",621685,,
"2","Males","1","Age groups total","2009","2009",621060,,
"2","Males","1","Age groups total","2010","2010",620250,,
"2","Males","1","Age groups total","2011","2011",618919,,
"2","Males","1","Age groups total","2012","2012",617153,,
"2","Males","1","Age groups total","2013","2013",615543,,
"2","Males","1","Age groups total","2014","2014",614654,,
"2","Males","1","Age groups total","2015","2015",615549,,
"2","Males","1","Age groups total","2016","2016",617123,,
"2","Males","1","Age groups total","2017","2017",619311,,
"2","Males","1","Age groups total","2018","2018",623360,,
"3","Females","16","65-69","1970","1970",38386,,
"3","Females","16","65-69","1971","1971",38711,,
"3","Females","16","65-69","1972","1972",39273,,
"3","Females","16","65-69","1973","1973",39601,,
"3","Females","16","65-69","1974","1974",39938,,
"3","Females","16","65-69","1975","1975",40523,,
"3","Females","16","65-69","1976","1976",40971,,
"3","Females","16","65-69","1977","1977",41240,,
"3","Females","16","65-69","1978","1978",41346,,
"3","Females","16","65-69","1979","1979",41184,,
"3","Females","16","65-69","1980","1980",40151,,
"3","Females","16","65-69","1981","1981",37793,,
"3","Females","16","65-69","1982","1982",34666,,
"3","Females","16","65-69","1983","1983",32270,,
"3","Females","16","65-69","1984","1984",30715,,
"3","Females","16","65-69","1985","1985",29795,,
"3","Females","16","65-69","1986","1986",31080,,
"3","Females","16","65-69","1987","1987",34150,,
"3","Females","16","65-69","1988","1988",37242,,
"3","Females","16","65-69","1989","1989",40068,,
"3","Females","16","65-69","1990","1990",42802,,
"3","Females","16","65-69","1991","1991",44674,,
"3","Females","16","65-69","1992","1992",45467,,
"3","Females","16","65-69","1993","1993",45800,,
"3","Females","16","65-69","1994","1994",45831,,
"3","Females","16","65-69","1995","1995",45717,,
"3","Females","16","65-69","1996","1996",45575,,
"3","Females","16","65-69","1997","1997",45433,,
"3","Females","16","65-69","1998","1998",44631,,
"3","Females","16","65-69","1999","1999",43192,,
"3","Females","16","65-69","2000","2000",42735,,
"3","Females","16","65-69","2001","2001",42200,,
"3","Females","16","65-69","2002","2002",42430,,
"3","Females","16","65-69","2003","2003",43430,,
"3","Females","16","65-69","2004","2004",44785,,
"3","Females","16","65-69","2005","2005",45575,,
"3","Females","16","65-69","2006","2006",45970,,
"3","Females","16","65-69","2007","2007",45350,,
"3","Females","16","65-69","2008","2008",42940,,
"3","Females","16","65-69","2009","2009",40110,,
"3","Females","16","65-69","2010","2010",37690,,
"3","Females","16","65-69","2011","2011",35948,,
"3","Females","16","65-69","2012","2012",35644,,
"3","Females","16","65-69","2013","2013",37282,,
"3","Females","16","65-69","2014","2014",39948,,
"3","Females","16","65-69","2015","2015",42597,,
"3","Females","16","65-69","2016","2016",44423,,
"3","Females","16","65-69","2017","2017",45277,,
"3","Females","16","65-69","2018","2018",45523,,
"2","Males","9","30-34","1970","1970",55210,,
"2","Males","9","30-34","1971","1971",56373,,
"2","Males","9","30-34","1972","1972",56006,,
"2","Males","9","30-34","1973","1973",53213,,
"2","Males","9","30-34","1974","1974",49706,,
"2","Males","9","30-34","1975","1975",46561,,
"2","Males","9","30-34","1976","1976",44378,,
"2","Males","9","30-34","1977","1977",44123,,
"2","Males","9","30-34","1978","1978",46277,,
"2","Males","9","30-34","1979","1979",49727,,
"2","Males","9","30-34","1980","1980",53198,,
"2","Males","9","30-34","1981","1981",55578,,
"2","Males","9","30-34","1982","1982",56857,,
"2","Males","9","30-34","1983","1983",57511,,
"2","Males","9","30-34","1984","1984",57778,,
"2","Males","9","30-34","1985","1985",58387,,
"2","Males","9","30-34","1986","1986",59136,,
"2","Males","9","30-34","1987","1987",59561,,
"2","Males","9","30-34","1988","1988",59825,,
"2","Males","9","30-34","1989","1989",59913,,
"2","Males","9","30-34","1990","1990",59731,,
"2","Males","9","30-34","1991","1991",59207,,
"2","Males","9","30-34","1992","1992",57572,,
"2","Males","9","30-34","1993","1993",54937,,
"2","Males","9","30-34","1994","1994",52391,,
"2","Males","9","30-34","1995","1995",49933,,
"2","Males","9","30-34","1996","1996",47563,,
"2","Males","9","30-34","1997","1997",45462,,
"2","Males","9","30-34","1998","1998",44138,,
"2","Males","9","30-34","1999","1999",43723,,
"2","Males","9","30-34","2000","2000",46850,,
"2","Males","9","30-34","2001","2001",47650,,
"2","Males","9","30-34","2002","2002",48645,,
"2","Males","9","30-34","2003","2003",49235,,
"2","Males","9","30-34","2004","2004",49195,,
"2","Males","9","30-34","2005","2005",48895,,
"2","Males","9","30-34","2006","2006",48355,,
"2","Males","9","30-34","2007","2007",47900,,
"2","Males","9","30-34","2008","2008",47645,,
"2","Males","9","30-34","2009","2009",47420,,
"2","Males","9","30-34","2010","2010",47190,,
"2","Males","9","30-34","2011","2011",46928,,
"2","Males","9","30-34","2012","2012",46666,,
"2","Males","9","30-34","2013","2013",46800,,
"2","Males","9","30-34","2014","2014",47375,,
"2","Males","9","30-34","2015","2015",48130,,
"2","Males","9","30-34","2016","2016",48927,,
"2","Males","9","30-34","2017","2017",50006,,
"2","Males","9","30-34","2018","2018",51460,,
"2","Males","7","20-24","1970","1970",53787,,
"2","Males","7","20-24","1971","1971",56042,,
"2","Males","7","20-24","1972","1972",57535,,
"2","Males","7","20-24","1973","1973",58084,,
"2","Males","7","20-24","1974","1974",57978,,
"2","Males","7","20-24","1975","1975",58244,,
"2","Males","7","20-24","1976","1976",58850,,
"2","Males","7","20-24","1977","1977",59217,,
"2","Males","7","20-24","1978","1978",59620,,
"2","Males","7","20-24","1979","1979",59309,,
"2","Males","7","20-24","1980","1980",58507,,
"2","Males","7","20-24","1981","1981",57930,,
"2","Males","7","20-24","1982","1982",57638,,
"2","Males","7","20-24","1983","1983",57349,,
"2","Males","7","20-24","1984","1984",56776,,
"2","Males","7","20-24","1985","1985",55804,,
"2","Males","7","20-24","1986","1986",54636,,
"2","Males","7","20-24","1987","1987",53513,,
"2","Males","7","20-24","1988","1988",53093,,
"2","Males","7","20-24","1989","1989",54229,,
"2","Males","7","20-24","1990","1990",55654,,
"2","Males","7","20-24","1991","1991",55576,,
"2","Males","7","20-24","1992","1992",53255,,
"2","Males","7","20-24","1993","1993",51301,,
"2","Males","7","20-24","1994","1994",50656,,
"2","Males","7","20-24","1995","1995",49807,,
"2","Males","7","20-24","1996","1996",48878,,
"2","Males","7","20-24","1997","1997",48157,,
"2","Males","7","20-24","1998","1998",47859,,
"2","Males","7","20-24","1999","1999",47953,,
"2","Males","7","20-24","2000","2000",50435,,
"2","Males","7","20-24","2001","2001",50390,,
"2","Males","7","20-24","2002","2002",50275,,
"2","Males","7","20-24","2003","2003",50375,,
"2","Males","7","20-24","2004","2004",50710,,
"2","Males","7","20-24","2005","2005",50720,,
"2","Males","7","20-24","2006","2006",50540,,
"2","Males","7","20-24","2007","2007",50770,,
"2","Males","7","20-24","2008","2008",51280,,
"2","Males","7","20-24","2009","2009",51690,,
"2","Males","7","20-24","2010","2010",51800,,
"2","Males","7","20-24","2011","2011",50811,,
"2","Males","7","20-24","2012","2012",48790,,
"2","Males","7","20-24","2013","2013",45988,,
"2","Males","7","20-24","2014","2014",42412,,
"2","Males","7","20-24","2015","2015",39347,,
"2","Males","7","20-24","2016","2016",37114,,
"2","Males","7","20-24","2017","2017",35071,,
"2","Males","7","20-24","2018","2018",33589,,
"1","Males and females","20","85 and older","1970","1970",8999,,
"1","Males and females","20","85 and older","1971","1971",9307,,
"1","Males and females","20","85 and older","1972","1972",9663,,
