"DIM1","Sex","DIM3","Age group","TIME","Reference period","Value","Flag Codes","Flags"
"3","Females","8","25-29","2017","2017",45298,,
"3","Females","8","25-29","2018","2018",43237,,
"2","Males","13","50-54","1970","1970",23681,,
"2","Males","13","50-54","1971","1971",24438,,
"2","Males","13","50-54","1972","1972",26349,,
"2","Males","13","50-54","1973","1973",28161,,
"2","Males","13","50-54","1974","1974",29831,,
"2","Males","13","50-54","1975","1975",31732,,
"2","Males","13","50-54","1976","1976",33680,,
"2","Males","13","50-54","1977","1977",36399,,
"2","Males","13","50-54","1978","1978",39395,,
"2","Males","13","50-54","1979","1979",41903,,
"2","Males","13","50-54","1980","1980",44383,,
"2","Males","13","50-54","1981","1981",46263,,
"2","Males","13","50-54","1982","1982",46687,,
"2","Males","13","50-54","1983","1983",45941,,
"2","Males","13","50-54","1984","1984",44754,,
"2","Males","13","50-54","1985","1985",43795,,
"2","Males","13","50-54","1986","1986",43383,,
"2","Males","13","50-54","1987","1987",43682,,
"2","Males","13","50-54","1988","1988",44831,,
"2","Males","13","50-54","1989","1989",46339,,
"2","Males","13","50-54","1990","1990",47044,,
"2","Males","13","50-54","1991","1991",47355,,
"2","Males","13","50-54","1992","1992",46370,,
"2","Males","13","50-54","1993","1993",43267,,
"2","Males","13","50-54","1994","1994",39777,,
"2","Males","13","50-54","1995","1995",36818,,
"2","Males","13","50-54","1996","1996",34618,,
"2","Males","13","50-54","1997","1997",33898,,
"2","Males","13","50-54","1998","1998",35001,,
"2","Males","13","50-54","1999","1999",37137,,
"2","Males","13","50-54","2000","2000",40740,,
"2","Males","13","50-54","2001","2001",42155,,
"2","Males","13","50-54","2002","2002",42695,,
"2","Males","13","50-54","2003","2003",42760,,
"2","Males","13","50-54","2004","2004",42600,,
"2","Males","13","50-54","2005","2005",42715,,
"2","Males","13","50-54","2006","2006",42935,,
"2","Males","13","50-54","2007","2007",42930,,
"2","Males","13","50-54","2008","2008",43155,,
"2","Males","13","50-54","2009","2009",43505,,
"2","Males","13","50-54","2010","2010",43705,,
"2","Males","13","50-54","2011","2011",43956,,
"2","Males","13","50-54","2012","2012",44195,,
"2","Males","13","50-54","2013","2013",44106,,
"2","Males","13","50-54","2014","2014",43712,,
"2","Males","13","50-54","2015","2015",42724,,
"2","Males","13","50-54","2016","2016",41524,,
"2","Males","13","50-54","2017","2017",40659,,
"2","Males","13","50-54","2018","2018",40426,,
"3","Females","20","85 and older","1970","1970",6995,,
"3","Females","20","85 and older","1971","1971",7273,,
"3","Females","20","85 and older","1972","1972",7570,,
"3","Females","20","85 and older","1973","1973",7869,,
"3","Females","20","85 and older","1974","1974",8216,,
"3","Females","20","85 and older","1975","1975",8490,,
"3","Females","20","85 and older","1976","1976",8665,,
"3","Females","20","85 and older","1977","1977",8856,,
"3","Females","20","85 and older","1978","1978",9044,,
"3","Females","20","85 and older","1979","1979",9107,,
"3","Females","20","85 and older","1980","1980",9199,,
"3","Females","20","85 and older","1981","1981",9380,,
"3","Females","20","85 and older","1982","1982",9502,,
"3","Females","20","85 and older","1983","1983",9738,,
"3","Females","20","85 and older","1984","1984",10037,,
"3","Females","20","85 and older","1985","1985",10286,,
"3","Females","20","85 and older","1986","1986",10613,,
"3","Females","20","85 and older","1987","1987",10997,,
"3","Females","20","85 and older","1988","1988",11308,,
"3","Females","20","85 and older","1989","1989",11582,,
"3","Females","20","85 and older","1990","1990",11885,,
"3","Females","20","85 and older","1991","1991",12114,,
"3","Females","20","85 and older","1992","1992",12200,,
"3","Females","20","85 and older","1993","1993",12169,,
"3","Females","20","85 and older","1994","1994",12246,,
"3","Females","20","85 and older","1995","1995",12547,,
"3","Females","20","85 and older","1996","1996",12918,,
"3","Females","20","85 and older","1997","1997",13251,,
"3","Females","20","85 and older","1998","1998",13437,,
"3","Females","20","85 and older","1999","1999",13719,,
"3","Females","20","85 and older","2000","2000",14120,,
"3","Females","20","85 and older","2001","2001",13785,,
"3","Females","20","85 and older","2002","2002",13155,,
"3","Females","20","85 and older","2003","2003",12730,,
"3","Females","20","85 and older","2004","2004",12585,,
"3","Females","20","85 and older","2005","2005",12495,,
"3","Females","20","85 and older","2006","2006",12870,,
"3","Females","20","85 and older","2007","2007",13745,,
"3","Females","20","85 and older","2008","2008",14830,,
"3","Females","20","85 and older","2009","2009",15945,,
"3","Females","20","85 and older","2010","2010",17055,,
"3","Females","20","85 and older","2011","2011",18314,,
"3","Females","20","85 and older","2012","2012",19667,,
"3","Females","20","85 and older","2013","2013",21050,,
"3","Females","20","85 and older","2014","2014",22392,,
"3","Females","20","85 and older","2015","2015",23555,,
"3","Females","20","85 and older","2016","2016",24579,,
"3","Females","20","85 and older","2017","2017",25600,,
"3","Females","20","85 and older","2018","2018",26347,,
